orgunit,title,pub_type,date_issued,authors,doi,publisher,abstract_en,abstract_de,pdf_paths,pdf_count
E194,Quality Risks in the Data Exchange Process for Collaborative CPPS Engineering,Inproceedings,2019,"Biffl, Stefan,Lüder, Arndt,Rinker, Felix,Waltersdorfer, Laura,Winkler, Dietmar",,,"The realization of a cyber-physical production system (CPPS) requires suitable methods and tools for the exchange and integration of engineering data between collaborating
disciplines. Unfortunately, the description languages used in a
CPPS Engineering (CPPSE) organization to describe disciplinespecific views are not necessarily well suited for high-quality
data exchange between workgroups. In this paper, we identify
technical debt and risks regarding CPPSE description languages
for data exchange using the VDI 3695 guideline as best practice.
We report on effects and likely causes of the quality risks
identified in a case study at a large CPPSE company. Based
on data from workshops and semi-structured interviews with 28
domain experts from 12 workgroups, we propose a preliminary
model relating causes and effects as foundation for analyzing and
managing risks in the CPPSE data exchange process.",,,0
E194,"""Software Engineering Risks from Technical Debt in the Representation of Product/ion Knowledge """,Inproceedings,2019,"Biffl, Stefan,Kathrein, Lukas,Lüder, Arndt,Meixner, Kristof,Sabou, Reka Marta,Waltersdorfer, Laura,Winkler, Dietmar",,,"In the multi-disciplinary production systems engineering
(PSE) process, software engineers depend on requirements and design rationales coming from product and production process
planning, summarized as product/ion knowledge. Unfortunately,
the engineering artifacts coming from product/ion planning often
represent important product/ion knowledge incompletely and not
well integrated, leading to risks regarding software engineering
quality. In this paper, we report on a case study at a large industrial PSE organization, investigating Technical Debt (TD) effects,
items, and causes in PSE process documentation and configuration
management according to the VDI guideline 3695 Part 2. We focus
on requirements for and issues in the representation of product/ion
knowledge in the engineering data provided to software engineers.
Based on data elicited from PSE domain experts, we model TD
concepts based on the Quality Function Deployment method as
foundation for TD analysis and risk management. The initial validation with domain experts revealed how software engineers could
benefit from improved product/ion knowledge modeling as foundation for better understanding the rationale of engineering design
decisions.",,,0
E194,Towards a Flexible and Secure Round-Trip-Engineering Process for Production Systems Engineering with Agile Practices,Inproceedings,2019,"Winkler, Dietmar,Rinker, Felix,Kieseberg, Peter",10.1007/978-3-030-05767-1_2,Springer,"In Production Systems Engineering (PSE), many projects conceptually
follow the plan of traditional waterfall processes with sequential process steps
and limited security activities, while engineers actually work in parallel and distributed groups following a Round-Trip-Engineering (RTE) process. Unfortunately, the applied RTE process in PSE is coarse-grained, i.e., often data are exchanged via E-Mail and integrated seldom and inefficiently as the RTE process
is not well supported by methods and tools that facilitate efficient and secure data
exchange. Thus, there is a need for frequent synchronization in a secure way to
enable engineers building on a stable and baseline of engineering data. We build
on Scrum, as an established agile engineering process, and security best practices
to support flexible and secure RTE processes. In this paper, we introduce and
initially evaluate an efficient and secure RTE process for PSE, augmented with
agile practices, and discuss the identification and mitigation of security concerns
and risks. First results show that the augmented RTE process can provide strong
benefits from agile practices for the collaboration of engineers in PSE environments. Security practices can be added but need to be balanced well regarding
sufficient mitigation of security risks and extra effort for engineers to ensure an
overall benefit to both engineers and the management.",,,0
E194,A Proposal for a Neutral Music Recommender System,Inproceedings,2019,"Knees, Peter",,,"In this paper, we propose an initiative for a neutral music recommender system for music consumption and research purposes, that acts as intermediary between the users and music streaming providers. Neutral is this context refers to the utility of the system in making recommendations and should result in the primary objective of satisfying users irrespective of potential side constraints. In contrast to existing individual systems that operate in multistakeholder environments and follow objectives beyond user satisfaction, our proposal entails accessing individual services via a joint proxy that manages an overall user profile and resorts to multiple services for provision of content with the primary goal of optimizing for user satisfaction. Such a system would not only provide a consolidated interface and consistent user experience over the union of accessible catalogs, but also give users increased levels of control over their data and the recommendation process.",,,0
E194,Towards Uncovering Dataset Biases: Investigating Record Label Diversity in Music Playlists,Inproceedings,2019,"Knees, Peter,Hübler, Moritz",,,"Music recommender models are predominantly built upon the assumption that historic listening data is the result of the interaction between a user and an item and that overall interaction patterns can be extrapolated for making future recommendations (collaborative filtering). In this paper, we argue that listening logs are not only the result of users interacting with items but users interacting with items through a listening service. As such, the service has an impact on the recommendations made and the data created, consequently also introducing biases to datasets used for model training and evaluation. We investigate the case of a large dataset of Spotify playlists. In order to uncover patterns in the data, we augment the dataset with record label information crawled from the web. Subsequent first analyses of record label diversity within the playlists reveal unequal distributions and higher consistency of the most popular label especially in short playlists with few albums. We discuss possible reasons causing these patterns as well as potential algorithmic biases of the approach taken.",,,0
E194,Security Related Technical Debt in Cyber Physical Production Systems,Inproceedings,2019,"Brenner, Bernhard,Weippl, Edgar,Ekelhart, Andreas",,,"Technical debt is an analogy introduced in 1992 by
Cunningham to help explain how intentional decisions not to
follow a gold standard or best practice in order to save time or
effort during creation of software can later on lead to a product
of lower quality in terms of product quality itself, reliability,
maintainability or extensibility. Little work has been done so far
that applies this analogy to cyber physical (production) systems
(CP(P)S). Also there is only little work that uses this analogy
for security related issues. This work aims to fill this gap: We
want to find out which security related symptoms within the field
of cyber physical production systems can be traced back to TD
items during all phases, from requirements and design down to
maintenance and operation. In this work,
. We explore TD items, causes and products in CPPS that
are related to security
. We find out which possible causes of prevalent TD symptoms
in CPPS exist, and
. We find out which of them can be related to not following a common secure-by-design best practice (the ""seven
touchpoints of software security"")
Especially due to the typically long operation (and thus maintenance phases) of production systems, domain experts in production system engineering can benefit significantly if lowering
maintenance costs is possible due to the implementation of
security right from the beginning of CPS creation. This work
shall support experts from the field by being a first step in
exploring the relationship between not following security best
practices and concrete increase of costs due to TD as consequence.",,,0
E194,Investigating the Performance of selected Data Storage Concepts for AutomationML Models,Inproceedings,2019,"Meixner, Kristof,Winkler, Dietmar,Wapp, Michael,Rosendahl, Ronald,Biffl, Stefan",,,"Cyber-Physical Production Systems (CPPSs) engineering relies on the effective and efficient coordination and
collaboration of participating engineers from various disciplines
implying a proficient knowledge exchange between them. AutomationML (AML) provides a standardized, XML-based data
format allowing to exchange engineering data, which receives
more and more attention as an engineering data model. When
using shared data exchange platforms, efficient data storage for
AML models is success-critical in CPPS engineering. The purpose
of this paper is to draft a novel, flexible evaluation framework
in the context of AML model storage, modification, and retrieval
and to evaluate two particular data storage paradigms, i.e., XML-
(BaseX) and graph-based (Neo4J) databases. Based on a common
best practice API, we developed a prototype solution enabling
a flexible exchange of underlying data storage paradigms for
AML models. We used an academic AML data set for the
performance evaluation of two selected database engines for
common storage tasks. First results showed that BaseX performs
better for creating, updating, and deleting operations while Neo4J
performs better for reading operations. While BaseX efficiently
supports storing and retrieving AML models, we also observed
querying limitations in the AML API. Nevertheless, in the context
of AML data storage evaluations, the selected data sets, and the
solution approach can be seen as an initial benchmark.",,,0
E194,Enhancing Cyber Situational Awareness for Cyber-Physical Systems through Digital Twins,Inproceedings,2019,"Eckhart, Matthias,Ekelhart, Andreas,Weippl, Edgar",10.1109/etfa.2019.8869197,,"Operators of cyber-physical systems (CPSs) need to
maintain awareness of the cyber situation in order to be able
to adequately address potential issues in a timely manner. For
instance, detecting early symptoms of cyber attacks may speed
up the incident response process and mitigate consequences of
attacks (e.g., business interruption, safety hazards). However,
attaining a full understanding of the cyber situation may be
challenging, given the complexity of CPSs and the ever-changing
threat landscape. In particular, CPSs typically need to be
continuously operational, may be sensitive to active scanning,
and often provide only limited in-depth analysis capabilities. To
address these challenges, we propose to utilize the concept of
digital twins for enhancing cyber situational awareness. Digital
twins, i.e., virtual replicas of systems, can run in parallel to
their physical counterparts and allow deep inspection of their
behavior without the risk of disrupting operational technology
services. This paper reports our work in progress to develop a
cyber situational awareness framework based on digital twins
that provides a profound, holistic, and current view on the
cyber situation that CPSs are in. More specifically, we present
a prototype that provides real-time visualization features (i.e.,
system topology, program variables of devices) and enables a
thorough, repeatable investigation process on a logic and network
level. A brief explanation of technological use cases and outlook
on future development efforts completes this work.",,,0
E194,Multilingual Patent Text Retrieval Evaluation: CLEF–IP,Book Contribution,2019,"Piroi, Florina,Hanbury, Allan",10.1007/978-3-030-22948-1_15,None,"The CLEF–IP evaluation lab ran between 2009 and 2013 with a two-fold expressed purpose: (a) to encourage research in the area of patent retrieval with a focus on cross language retrieval, and (b) to provide a large and clean data set of patent related data, in the three main European languages, for experimentation. In its first year, CLEF–IP organized one task only, a text retrieval task that modelled the “Search for Prior Art” done by experts at patent offices. In the following years the types of CLEF–IP tasks broadened to include patent text classification, patent image retrieval and classification, and (formal) structure recognition. With each task, the test collection was extended to accommodate for the additional tasks. In this chapter we overview the evaluation tasks dealing with the textual content of the patents. The Intellectual Property (IP) domain is one where specific expertise is critical, implementing Information Retrieval (IR) approaches to support some of its tasks cannot be done without the use of this domain know-how. Even when such know-how is at hand, retrieval results, in general, do not come close to the expectations of patent experts.",,,0
E191,On Linear-Time Data Dissemination in Dynamic Rooted Trees,Article,2019,"Zeiner, Martin,Schwarz, Manfred,Schmid, Ulrich",10.1016/j.dam.2018.08.015,,"We study the following data dissemination problem: In a set of nodes, every node has a unique piece of information. The communication of the nodes is organized in discrete synchronous lock-step rounds. In each round every node sends all currently known pieces of information to all other nodes. Which nodes receive this message is determined by the actual communication graph, which may change from round to round.

Recently, Charron-Bost, Függer, and Nowak proved an upper bound of
rounds for the case where every communication graph is an arbitrary rooted tree. We present a new formalism, which facilitates a concise proof of this result. Moreover, we establish linear-time data dissemination bounds for certain subclasses of rooted trees. In particular, we prove that only rounds are needed if the underlying graph is a directed path. An analogous result for undirected paths is also established. Furthermore, for trees with a fixed root we relate the dissemination time to the sizes of the subtrees of the root.",,,0
E194,Specification Patterns for Robotic Missions,Preprint,2019,"Menghi, Claudio,Tsigkanos, Christos,Pelliccione, Patrizio,Ghezzi, Carlo,Berger, Thorsten",10.48550/arXiv.1901.02077,,"Mobile and general-purpose robots increasingly support our everyday life, requiring dependable robotics control software. Creating such software mainly amounts to implementing their complex behaviors known as missions. Recognizing the need, a large number of domain-specific specification languages has been proposed. These, in addition to traditional logical languages, allow the use of formally specified missions for synthesis, verification, simulation, or guiding the implementation. For instance, the logical language LTL is commonly used by experts to specify missions, as an input for planners, which synthesize the behavior a robot should have. Unfortunately, domain-specific languages are usually tied to specific robot models, while logical languages such as LTL are difficult to use by non-experts. We present a catalog of 22 mission specification patterns for mobile robots, together with tooling for instantiating, composing, and compiling the patterns to create mission specifications. The patterns provide solutions for recurrent specification problems, each of which detailing the usage intent, known uses, relationships to other patterns, and---most importantly---a template mission specification in temporal logic. Our tooling produces specifications expressed in the LTL and CTL temporal logics to be used by planners, simulators, or model checkers. The patterns originate from 245 realistic textual mission requirements extracted from the robotics literature, and they are evaluated upon a total of 441 real-world mission requirements and 1251 mission specifications. Five of these reflect scenarios we defined with two well-known industrial partners developing human-size robots. We validated our patterns' correctness with simulators and two real robots.",,,0
E194,DeXTT: Deterministic Cross-Blockchain Token Transfers,Preprint,2019,"Borkowski, Michael,Sigwart, Marten,Frauenthaler, Philipp,Hukkinen, Taneli,Schulte, Stefan",10.48550/arXiv.1905.06204,,"Current blockchain technologies provide very limited interoperability. Restrictions with regards to asset transfers and data exchange between different blockchains reduce usability and comfort for users, and hinder novel developments within the blockchain space.
As a first step towards cross-blockchain interoperability, we propose the DeXTT cross-blockchain transfer protocol, which can be used to transfer a token on any number of blockchains simultaneously in a decentralized manner. We provide a reference implementation using Solidity, and evaluate its performance. We show logarithmic scalability of DeXTT with respect to the number of participating nodes, and analyze cost requirements of the transferred tokens.",,,0
E194,Blockchain-based Data Provenance for the Internet of Things,Preprint,2019,"Sigwart, Marten,Borkowski, Michael,Peise, Marco,Schulte, Stefan,Tai, Stefan",10.48550/arXiv.1905.06852,,"As more and more applications and services depend on data collected by Internet of Things (IoT) devices, it is of utmost importance that such data can be trusted. While data provenance solutions together with blockchain technology are one way to make data more trustworthy, current solutions do not address the heterogeneous nature of IoT applications and their data. In this work, we identify functional and non-functional requirements for a generic IoT data provenance framework, and conceptualise the framework as a layered architecture. Using our proof-of-concept implementation based on Ethereum smart contracts, data provenance concepts can be realised for a wide range of IoT use cases. Benefits of a generic framework include simplified adoption and a more rapid implementation of data provenance for the IoT.",,,0
E194,A Framework for Blockchain Interoperability and Runtime Selection,Preprint,2019,"Frauenthaler, Philipp,Borkowski, Michael,Schulte, Stefan",10.48550/arXiv.1905.07014,,"The suitability of a particular blockchain for a given use case depends mainly on the blockchain's functional and non-functional properties. Such properties may vary over time, and thus, a selected blockchain may become unsuitable for a given use case. This uncertainty may hinder the widespread adoption of blockchain technologies in general. To mitigate the impact of volatile blockchain properties, we propose a framework that monitors several blockchains, allows the user to define functional and non-functional requirements, determines the most appropriate blockchain, and enables the switchover to that chain at runtime. Our evaluation using a reference implementation shows that switching to another blockchain can save cost and enable users to benefit from better performance and a higher level of trust.",,,0
E192,Atomic Multi-Channel Updates with Constant Collateral in Bitcoin-Compatible Payment-Channel Networks,Inproceedings,2019,"Egger, Christoph,Maffei, Matteo,Moreno-Sanchez, Pedro",10.1145/3319535.3345666,,,,,0
E194,Let's measure run time! Extending the IR replicability infrastructure to include performance aspects,Inproceedings,2019,"Hofstätter, Sebastian,Hanbury, Allan",,,,,,0
E193,Unfallrisiko verschiedener Schichtsysteme - Simulation mit dem XIMES-Risikorechner,Inproceedings,2019,"Gärtner, Johannes,Arlinghaus, Anna",,,,"Zahlreiche empirische Studien zeigen, dass verschiedene Merkmale der Arbeitszeit mit einem
erhöhten Risiko fu&#776;r Arbeitsunfälle und/oder Fehlhandlungen verbunden sind. Risikofaktoren aus der
Arbeitszeit sind z.B.:
. Schichtarbeit mit Nachtarbeit
. lange tägliche und wöchentliche Arbeitszeiten
. kurze Ruhezeiten zwischen zwei Schichten
. Ausfall von Arbeitspausen
Um tatsächliche oder geplante Arbeitszeiten und Schichtmodelle hinsichtlich ihres Unfallrisikos
bewerten zu können, wurde in diesem Jahr der XIMES-Risikorechner fertiggestellt. Dieses
webbasierte Software-Tool steht vonseiten der AUVA (Allgemeine Unfallversicherungsanstalt, Wien)
fu&#776;r die nicht kommerzielle Nutzung kostenlos zur Verfu&#776;gung1.
Schichtmodelle können sich hinsichtlich aller oben genannter Arbeitszeitmerkmale unterscheiden, und
sollten dementsprechend auch unterschiedliche Risiken aufweisen. Um zu pru&#776;fen, ob dies in
Simulationsrechnungen der Fall ist, wurden verschiedene Schichtmodelle mit Nachtarbeit im XIMESRisikorechner
analysiert und ihre Risikobewertung verglichen. Folgende Schichtmodelle wurden
inkludiert (weitere werden auf dem Symposium vorgestellt):
1. Lang ru&#776;ckwärts rotiertes System mit 5 Nacht-, 5 Spät- und 5 Fru&#776;hschichten mit 2 freien
Tagen dazwischen
2. &quot;Ergonomisches&quot; System mit kurzer Vorwärtsrotation (2 Fru&#776;h-, 2 Spät-, 2 Nachtschichten
gefolgt von 3 freien Tagen)
3. 12-Stunden-Modell mit 1 Tag-, 1 Nachtschicht, gefolgt von 2 freien Tagen
4. 12-Stunden-Modell aus dem Offshore-Bereich mit 14 Tagen á 12 Stunden (7 Tag-, 7
Nachtschichten)
Die Ergebnisse zeigen bei allen untersuchten Systemen höhere Risiken im Vergleich zu Tagarbeit (5
Tage á 8 Stunden), jedoch treten abhängig vom Schichtsystem große Unterschiede auf:
Das &quot;ergonomische System&quot; (2) schneidet mit einem durchschnittlich um 8% erhöhtem Risiko am
gu&#776;nstigsten ab. Das lang ru&#776;ckwärts rotierte System (1) fu&#776;hrt zu einem um 19% und das 12-Stunden-
Modell (3) zu einem um 39% erhöhten Risiko. Das &quot;Offshore-Modell&quot; (4) weist dagegen ein um 124%
erhöhtes Risiko auf, mit einem maximalen Risiko von ca. 350% in der letzten Nachtschicht (14.
Arbeitstag in Folge, 7. Nachtschicht).
Die maximalen Risiken fu&#776;r einzelne Arbeitstage zeigen in den anderen Systemen deutlich geringere
Werte, wobei auch hier das &quot;ergonomische System&quot; mit einer Spitze von ca. 45% fu&#776;r die letzte
Nachtschicht am gu&#776;nstigsten abschneidet. Einzelne 12-stu&#776;ndige Nachtschichten in System 3
erreichen 54%, die 5. Nacht in System 1 in Folge 88% Risikoerhöhung.
Der XIMES-Risikorechner ermöglicht eine rasche Bewertung von durchschnittlichen und maximalen
Risiken verschiedener Schichtmodelle. Die Ergebnisse können fu&#776;r die Evaluierung oder
Gefährdungsbeurteilung von Arbeitszeiten oder fu&#776;r die präventive Arbeitszeitgestaltung genutzt
werden.
Offene Forschungsfragen wie zB zu den Auswirkungen von Rufbereitschaften, geteilten Diensten oder
der Integration von Belastungsaspekten durch die Tätigkeit sind derzeit noch nicht implementiert. Der
open-source Ansatz fu&#776;r die Wissenschaft ermöglicht jedoch Ergänzungen und Modifikationen wenn
neue empirische Erkenntnisse vorliegen.",,0
E193,Evaluierung der Einführung einer 30-Stunden-Woche,Inproceedings,2019,"Gärtner, Johannes,Arlinghaus, Anna,Marschitz, Werner",,,,"Bei der Firma eMagnetix, einer Online-Marketing Firma in Österreich, wurde die wöchentliche
Arbeitszeit von 38,5 auf 30 Std. verku&#776;rzt. Der Umstieg erfolgte schrittweise zunächst auf eine 34-Std.-
Woche ab Juni und auf die 30-Std.-Woche ab Oktober 2018. Betroffen waren ca. 25 MitarbeiterInnen
(MA) in Gleitzeit mit Kernzeit. Ziele der Arbeitszeitverku&#776;rzung waren, die Attraktivität von eMagnetix
als Arbeitgeber zu verbessern und die Work-Life-Balance der MA zu erhöhen. Die
Arbeitszeitverku&#776;rzung erfolgte ohne Reduktion des Entgelts.
Aus ersten Studien ist bekannt, dass ku&#776;rzere Arbeitszeiten mit verbesserter Gesundheit, längerem
Schlaf und erhöhtem Wohlbefinden verbunden sein können. Über die Auswirkungen einer
Arbeitszeitreduktion auf die tatsächliche Arbeitszeit, Tätigkeiten und Pausen ist jedoch bisher wenig
bekannt.
Folgende Fragestellungen sollten daher in einer Evaluierungsstudie, gefördert durch die
Arbeiterkammer Wien, beantwortet werden:
1. Wie verändern sich die tatsächlichen Arbeitszeiten und Pausen durch die
Arbeitszeitreduktion?
2. Wie verändern sich die Tätigkeiten (z.B. Telefonieren)?
3. Wie zufrieden sind die MA und Fu&#776;hrungskräfte mit der reduzierten Arbeitszeit?
Es wurde ein Methodenmix aus objektiven und subjektiven Verfahren angewendet. Zur Beantwortung
von Frage 1 wurden die tatsächlich geleisteten Arbeitszeiten aus der Arbeitszeiterfassung (Kommen,
Gehen, Pausen; 32.159 Zeitbuchungen) fu&#776;r den Zeitraum 1.2.2017 - 31.1.2018 ausgewertet,
aufgeteilt in 3 Kategorien: 38,5 Std. (2/2017-5/2018), 34 Std. (6-9/2018) und 30 Std. (10/2018-1/2019).
Es wurden Tages- und Wochenverläufe der Arbeitszeit sowie die mittlere Anzahl und Dauer der
Pausen berechnet. Fragestellung 2 wurde mit einer Auswertung der Telefonanlage (Zeitpunkt und
Dauer aller Anrufe, Anteil angenommener Anrufe) im Zeitraum 1/2018-1/2019 addressiert (12.611
Datensätze). Fu&#776;r die Beantwortung von Frage 3 werden im September 2019 eine Online-Befragung
der MA und ein Fokusgruppeninterview zu den Themenfeldern Work-Life-Balance, Freizeitgestaltung
und Ermu&#776;dung/Erschöpfung der MA durchgefu&#776;hrt.
Die Ergebnisse der Arbeitszeit- und Telefondatenanalysen zeigen, dass sich die Arbeitszeiten
verku&#776;rzt haben. Bis 6/2018 wurden durchschnittlich 30 Std./Woche geleistet, nach 10/2018 nur noch
25 Std. (inkl. Teilzeitkräfte). Bei weitgehend stabilem Arbeitsanfang liegt das Arbeitsende an allen
Wochentagen nun deutlich fru&#776;her (zw. 14-16 Uhr, Freitags zw. 11-13 Uhr) als vor der Umstellung (16-
17 Uhr, Freitags zw. 12 -14 Uhr).
Das Pausenverhalten hat sich dagegen nur wenig geändert: Fast alle MA machen weiterhin eine
Mittagspause, die durchschnittliche Pausenlänge pro Tag ist fast identisch geblieben. Einzig die kurze
Nachmittagspause fällt nun weg.
Das Telefonverhalten hat sich ebenfalls leicht verändert: Freitags wird nun etwas fru&#776;her aufgehört als
vorher, die Erreichbarkeit (Anteil angenommener Anrufe) hat sich leicht verbessert.
Die Ergebnisse der MitarbeiterInnenbefragung und der Fokusgruppe werden bis zum Symposium
vorliegen und sollen dort ebenfalls präsentiert werden.
Diese ersten Ergebnisse der Evaluation zeigen, dass eine Arbeitszeitreduktion in der Umsetzung vor
allem das tägliche Arbeitsende verändert. Die wichtige soziale Funktion der gemeinsamen
Mittagspause wird durch objektive Daten bestätigt. Die Firma eMagnetix berichtet zudem u&#776;ber eine
deutlich erhöhte Anzahl qualifizierter BewerberInnen und sehr positive Effekte auf die Produktivität,
die jedoch hier nicht wissenschaftlich untersucht wurde.",,0
E193,"Lange Arbeitszeiten, Soziale Teilhabe und Erholung - eine Pilotstudie mit mobilen Erfassungsgeräten",Inproceedings,2019,"Gärtner, Johannes,Arlinghaus, Anna,Saupe, Bernhard,Schönauer, Arnika,Stadler, Bettina,Eichmann, Hubert",,,,"Während die gesundheitlichen Effekte langer täglicher Arbeitszeiten bereits in verschiedenen Settings
untersucht wurden, gibt es noch relativ wenige Erkenntnisse zu der sozialen Teilhabe und
Zufriedenheit bei Beschäftigten mit langen Arbeitszeiten. Insbesondere längsschnittliche
Untersuchungen mit Messung der tatsächlichen Arbeits- und Ruhezeiten fehlen bislang weitgehend.
Das Ziel der vorliegenden Untersuchung war daher, mittels mobiler Erfassungsgeräte (der Smarten
Tätigkeits- und Belastungsanalyse, erweitert auf Freizeitaktivitäten und Zufriedenheit) tatsächliche
Arbeitszeiten, Zeiten fu&#776;r Ruhe und Schlaf sowie verschiedene Freizeitaktivitäten zu messen.
Dazu erhielt eine Pilotstichprobe von n=10 Pflegekräften u&#776;ber einen Zeitraum von 14 Tagen hinweg
pro Person ein mobiles Erfassungsgerät. Auf diesem wurden Beginn und Ende von Arbeit und
Ruhe/Schlaf selbst eingegeben (Tagebuchstudie). Während der restlichen Zeit fragte das Gerät
zufallsgesteuert ca. alle 30 Minuten, welche Aktivität aus einer Liste von verschiedenen Freizeit-,
Betreuungs-, Haushaltsaktivitäten etc. gerade durchgefu&#776;hrt wurde (Multi-Momenterhebung).
Zusätzlich wurde täglich zu Beginn der Schlafphase ein Kurzfragebogen zur Zufriedenheit mit der
heutigen Freizeit präsentiert.
Insgesamt wurden rund 9.000 Messpunkte realisiert. Die Ergebnisse zeigen, dass sich die Aktivitäten
je nach Tageszeit und Dienstlänge unterscheiden: Personen mit längeren Diensten (>10 Stunden,
3.827 Messpunkte) arbeiteten tendenziell auch häufiger nachts und Personen mit ku&#776;rzeren Diensten
(<10 Stunden, 5.252 Messpunkte) u&#776;bten in den Nachmittag- und fru&#776;hen Abendstunden mehr
Freizeitaktivitäten aus. Personen mit längeren Diensten schliefen etwas länger (Schlafanteil 42,6%)
als Personen mit ku&#776;rzeren Diensten (Schlafanteil 38,8%), schränkten jedoch die Freizeitaktivitäten
stärker ein (Anteil Freizeitaktivitäten 25,9% vs. 33,1%).
Die Zufriedenheit mit der Freizeit war insgesamt eher niedrig (knapp 60% zufrieden mit ihrer Freizeit),
jedoch bei Personen mit längeren Diensten ähnlich wie bei Personen mit ku&#776;rzeren Diensten (58,1%
vs. 57,3% zufrieden). Deutlichere Unterschiede zeigten sich in der Tageszeit: Personen, die den
Fragebogen zwischen 22 und 6 Uhr ausfu&#776;llten, waren im Mittel zufriedener als Personen, die
zwischen 6 und 22 Uhr antworteten (68,8% vs. 47,7% zufrieden). Weitere Auswertungen des Verlaufs
von Arbeit, Freizeit und Schlaf werden aktuell durchgefu&#776;hrt und sollen auf dem Symposium präsentiert
werden.
Diese Pilotstudie ist nach unserem Kenntnisstand eine der ersten, die Methoden der Tagebuchstudie,
Multi-Momenterhebung und Fragebögen kombiniert um die Effekte von langen Arbeitszeiten auf
Freizeitaktivitäten, Zufriedenheit und Schlaf zu untersuchen. Mit der täglichen Messung der Parameter
liegen Voraussetzungen vor, um Abläufe von Arbeit und Ruhe auf das Sozialleben zu untersuchen.
Die Ergebnisse tragen erste Kenntnisse bei und zeigen, dass eine Erfassung mit einer größeren
Stichprobe zu der Gewinnung stabiler Forschungserkenntnisse beitragen kann.",,0
E192,Semantic Width Revisited (Extended Abstract),Inproceedings,2019,"Gottlob, Georg,Lanzinger, Matthias,Pichler, Reinhard",,,"We extend pioneering result by Barcel'{o} et al. and Dalmau et al. by showing that the minimal fractional hypertree width, adaptive width, and submodular width over all semantically equivalent queries is precisely the respective width in the core. From our main result we then derive new classes of fixed-parameter tractability for conjunctive query answering.",,,0
E194,Modelling and Analysing Resilient Cyber-Physical Systems,Inproceedings,2019,"Bennaceur, Amel,Ghezzi, Carlo,Tei, Kenji,Kehrer, Timo,Weyns, Danny,Calinescu, Radu,Dustdar, Schahram,Hu, Zhenjiang,Honiden, Shinichi,Ishikawa, Fuyuki,Jin, Zhi,Kramer, Jeffrey,Litoiu, Marin,Loreti, Michele,Moreno, Gabriel A.,Müller, Hausi A.,Nenzi, Laura,Nuseibeh, Bashar,Pasquale, Liliana,Reisig, Wolfgang,Schmidt, Heinz,Tsigkanos, Christos,Zhao, Haiyan",10.1109/seams.2019.00018,,"From smart buildings to medical devices to smart nations, software systems increasingly integrate computation, networking, and interaction with the physical environment. These systems are known as Cyber-Physical Systems (CPS). While these systems open new opportunities to deliver improved quality of life for people and reinvigorate computing, their engineering is a difficult problem given the level of heterogeneity and dynamism they exhibit. While progress has been made, we argue that complexity is now at a level such that existing approaches need a major re-think to define principles and associated techniques for CPS. In this paper, we identify research challenges when modelling, analysing and engineering CPS. We focus on three key topics: theoretical foundations of CPS, self-adaptation methods for CPS, and exemplars of CPS serving as a research vehicle shared by a larger community. For each topic, we present an overview and suggest future research directions, thereby focusing on selected challenges. This paper is one of the results of the Shonan Seminar 118 on Modelling and Analysing Resilient Cyber-Physical Systems, which took place in December 2018.",,,0
E192,Complexity Bounds for Relational Algebra over Document Spanners,Inproceedings,2019,"Kröll, Markus,Peterfreund, Liat,Freydenberger, Dominik,Kimmelfeld, Benny",10.1145/3294052.3319699,,"We investigate the complexity of evaluating queries in Relational Algebra (RA) over the relations extracted by regex formulas (i.e., regular expressions with capture variables) over text documents. Such queries, also known as the regular document spanners, were shown to have an evaluation with polynomial delay for every positive RA expression (i.e., consisting of only natural joins, projections and unions); here, the RA expression is fixed and the input consists of both the regex formulas and the document. In this work, we explore the implication of two fundamental generalizations. The first is adopting the ""schemaless"" semantics for spanners, as proposed and studied by Maturana et al. The second is going beyond the positive RA to allowing the difference operator. We show that each of the two generalizations introduces computational hardness: it is intractable to compute the natural join of two regex formulas under the schemaless semantics, and the difference between two regex formulas under both the ordinary and schemaless semantics. Nevertheless, we propose and analyze syntactic constraints, on the RA expression and the regex formulas at hand, such that the expressive power is fully preserved and, yet, evaluation can be done with polynomial delay. Unlike the previous work on RA over regex formulas, our technique is not (and provably cannot be) based on the static compilation of regex formulas, but rather on an ad-hoc compilation into an automaton that incorporates both the query and the document. This approach also allows us to include black-box extractors in the RA expression.",,,0
E191;E384,Building Robust Machine Learning Systems,Inproceedings,2019,"Zang, Jeff (Jun),Liu, Kang,Khalid, Faiq,Hanif, Muhammad Abdullah,Rehman, Semeen,Theocharides, Theocharis,Artussi, Alessandro,Shafique, Muhammad,Garg, Siddharth",10.1145/3316781.3323472,,,,,0
E192,Strong Equivalence for Argumentation Frameworks with Collective Attacks,Inproceedings,2019,"Dvorak, Wolfgang,Rapberger, Anna,Woltran, Stefan",10.1007/978-3-030-30179-8_11,None,"Argumentation frameworks with collective attacks are a prominent extension of Dung´s abstract argumentation frameworks,where an attack can be drawn from a set of arguments to another argument.
These frameworks are often abbreviated as SETAFs. Although SETAFs have received increasing interest recently, the notion of strong equivalence, which is fundamental in nonmonotonic formalisms to characterize equivalent replacements, has not yet been investigated. In this paper, we study how strong equivalence between SETAFs can be decided with respect to the most important semantics and also consider variants of strong equivalence.",,,0
